% 
% 
@RELATION GCH 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE 15 REAL
@ATTRIBUTE 16 REAL
@ATTRIBUTE 17 REAL
@ATTRIBUTE 18 REAL
@ATTRIBUTE 19 REAL
@ATTRIBUTE 20 REAL
@ATTRIBUTE 21 REAL
@ATTRIBUTE 22 REAL
@ATTRIBUTE 23 REAL
@ATTRIBUTE 24 REAL
@ATTRIBUTE 25 REAL
@ATTRIBUTE 26 REAL
@ATTRIBUTE 27 REAL
@ATTRIBUTE 28 REAL
@ATTRIBUTE 29 REAL
@ATTRIBUTE 30 REAL
@ATTRIBUTE 31 REAL
@ATTRIBUTE 32 REAL
@ATTRIBUTE 33 REAL
@ATTRIBUTE 34 REAL
@ATTRIBUTE 35 REAL
@ATTRIBUTE 36 REAL
@ATTRIBUTE 37 REAL
@ATTRIBUTE 38 REAL
@ATTRIBUTE 39 REAL
@ATTRIBUTE 40 REAL
@ATTRIBUTE 41 REAL
@ATTRIBUTE 42 REAL
@ATTRIBUTE 43 REAL
@ATTRIBUTE 44 REAL
@ATTRIBUTE 45 REAL
@ATTRIBUTE 46 REAL
@ATTRIBUTE 47 REAL
@ATTRIBUTE 48 REAL
@ATTRIBUTE 49 REAL
@ATTRIBUTE 50 REAL
@ATTRIBUTE 51 REAL
@ATTRIBUTE 52 REAL
@ATTRIBUTE 53 REAL
@ATTRIBUTE 54 REAL
@ATTRIBUTE 55 REAL
@ATTRIBUTE 56 REAL
@ATTRIBUTE 57 REAL
@ATTRIBUTE 58 REAL
@ATTRIBUTE 59 REAL
@ATTRIBUTE 60 REAL
@ATTRIBUTE 61 REAL
@ATTRIBUTE 62 REAL
@ATTRIBUTE 63 REAL
@ATTRIBUTE 64 REAL
@ATTRIBUTE 65 REAL
@ATTRIBUTE 66 REAL
@ATTRIBUTE class {C02, C01} 

@DATA 
7883.0,18000.0,8600.0,5006.0,3305.0,1758.0,977.0,584.0,460.0,387.0,414.0,378.0,328.0,324.0,246.0,291.0,272.0,368.0,476.0,204.0,57.0,82.0,7582.0,18442.0,9265.0,4715.0,2669.0,1718.0,1135.0,577.0,442.0,428.0,428.0,383.0,331.0,311.0,244.0,281.0,314.0,338.0,480.0,179.0,73.0,65.0,10752.0,18031.0,7434.0,3716.0,2517.0,1689.0,1104.0,705.0,454.0,394.0,355.0,373.0,337.0,334.0,286.0,250.0,296.0,354.0,445.0,389.0,65.0,120.0,C01
28006.0,7606.0,3487.0,2593.0,1984.0,1448.0,1179.0,907.0,728.0,502.0,446.0,337.0,240.0,200.0,150.0,124.0,100.0,82.0,46.0,32.0,28.0,21.0,29473.0,7160.0,3598.0,2430.0,1816.0,1246.0,994.0,715.0,656.0,500.0,405.0,300.0,229.0,186.0,153.0,104.0,100.0,62.0,43.0,29.0,28.0,19.0,29578.0,7764.0,3749.0,2112.0,1524.0,1029.0,826.0,658.0,688.0,538.0,389.0,321.0,273.0,198.0,138.0,150.0,98.0,75.0,54.0,34.0,26.0,24.0,C01
27776.0,7657.0,3558.0,2511.0,1748.0,1197.0,874.0,773.0,603.0,480.0,427.0,401.0,353.0,304.0,266.0,304.0,332.0,298.0,400.0,195.0,46.0,2.0,26113.0,7636.0,3543.0,2459.0,1882.0,1420.0,1112.0,811.0,785.0,627.0,544.0,470.0,426.0,400.0,313.0,299.0,294.0,294.0,408.0,485.0,157.0,27.0,23488.0,6894.0,3510.0,2342.0,1822.0,1532.0,1375.0,1131.0,1022.0,954.0,869.0,788.0,622.0,627.0,492.0,432.0,386.0,366.0,341.0,479.0,594.0,439.0,C01
7159.0,14813.0,9525.0,6611.0,4222.0,3604.0,1737.0,976.0,520.0,347.0,263.0,167.0,163.0,101.0,57.0,35.0,54.0,55.0,60.0,20.0,1.0,0.0,2224.0,9744.0,9879.0,7156.0,5633.0,3968.0,3453.0,2518.0,1959.0,1303.0,827.0,555.0,354.0,222.0,135.0,172.0,94.0,77.0,104.0,89.0,23.0,1.0,1165.0,7308.0,7975.0,7537.0,5953.0,4551.0,3782.0,3320.0,2158.0,2126.0,1527.0,1027.0,642.0,406.0,264.0,160.0,161.0,117.0,111.0,126.0,65.0,9.0,C01
29628.0,7753.0,3902.0,2328.0,1457.0,975.0,658.0,531.0,455.0,387.0,378.0,322.0,296.0,280.0,295.0,245.0,197.0,162.0,106.0,93.0,37.0,5.0,14887.0,10971.0,5234.0,4197.0,3760.0,3091.0,2384.0,1319.0,928.0,764.0,529.0,435.0,360.0,297.0,282.0,305.0,223.0,173.0,124.0,119.0,80.0,28.0,3397.0,7251.0,10284.0,6449.0,3924.0,2898.0,2580.0,2460.0,2200.0,2001.0,1855.0,1647.0,803.0,577.0,431.0,363.0,319.0,270.0,201.0,184.0,153.0,243.0,C01
17582.0,16612.0,6087.0,2950.0,2376.0,1743.0,444.0,344.0,276.0,269.0,192.0,165.0,131.0,167.0,151.0,143.0,139.0,123.0,139.0,79.0,104.0,30.0,6751.0,15052.0,8186.0,4918.0,3321.0,3502.0,2210.0,1093.0,920.0,729.0,562.0,511.0,342.0,370.0,286.0,213.0,179.0,145.0,176.0,239.0,333.0,208.0,5616.0,8677.0,12882.0,5057.0,3585.0,2843.0,3588.0,1642.0,1040.0,882.0,733.0,577.0,514.0,407.0,367.0,243.0,239.0,185.0,175.0,210.0,294.0,490.0,C01
3780.0,10234.0,10661.0,4273.0,2334.0,2456.0,7336.0,4834.0,1248.0,878.0,678.0,543.0,528.0,203.0,139.0,89.0,51.0,38.0,25.0,28.0,44.0,30.0,467.0,2500.0,7170.0,9762.0,6211.0,2647.0,1809.0,1790.0,4223.0,6375.0,2981.0,948.0,659.0,695.0,574.0,437.0,342.0,312.0,150.0,105.0,131.0,142.0,57.0,984.0,3694.0,8090.0,9055.0,5007.0,2542.0,2099.0,4065.0,6621.0,3087.0,1062.0,770.0,612.0,658.0,540.0,350.0,348.0,289.0,145.0,133.0,222.0,C01
12443.0,16206.0,11566.0,4298.0,2268.0,1104.0,610.0,402.0,281.0,229.0,185.0,140.0,120.0,105.0,81.0,62.0,64.0,69.0,47.0,61.0,55.0,4.0,9765.0,15108.0,6492.0,8522.0,4308.0,2135.0,1296.0,806.0,436.0,303.0,260.0,186.0,155.0,133.0,87.0,80.0,60.0,67.0,52.0,57.0,61.0,31.0,10375.0,13881.0,6690.0,5841.0,5574.0,2848.0,1491.0,946.0,807.0,576.0,295.0,250.0,164.0,124.0,107.0,71.0,68.0,67.0,48.0,57.0,65.0,55.0,C01
836.0,1057.0,1663.0,2416.0,2466.0,2216.0,1810.0,1428.0,1060.0,720.0,524.0,436.0,313.0,261.0,166.0,194.0,178.0,172.0,247.0,802.0,2620.0,28740.0,491.0,874.0,1368.0,2072.0,2288.0,2261.0,1989.0,1741.0,1239.0,983.0,657.0,539.0,379.0,264.0,196.0,182.0,193.0,169.0,224.0,748.0,2218.0,29250.0,152.0,603.0,1070.0,1595.0,2239.0,2132.0,2189.0,1902.0,1591.0,1186.0,896.0,686.0,491.0,328.0,208.0,203.0,188.0,177.0,206.0,629.0,2359.0,29295.0,C01
21947.0,9029.0,5238.0,2856.0,2193.0,2057.0,1610.0,1325.0,979.0,804.0,704.0,535.0,360.0,224.0,208.0,129.0,92.0,71.0,46.0,35.0,26.0,10.0,16579.0,9146.0,8014.0,4369.0,2510.0,2121.0,1820.0,1370.0,1030.0,935.0,685.0,490.0,456.0,297.0,216.0,132.0,107.0,74.0,47.0,43.0,23.0,14.0,14549.0,5732.0,7741.0,7873.0,4577.0,2518.0,1706.0,1516.0,1042.0,842.0,699.0,439.0,326.0,319.0,208.0,121.0,82.0,73.0,46.0,39.0,19.0,11.0,C01
258.0,483.0,1048.0,1324.0,1332.0,1289.0,1227.0,973.0,632.0,417.0,308.0,184.0,172.0,159.0,122.0,148.0,169.0,198.0,402.0,1118.0,4018.0,34644.0,295.0,437.0,867.0,1110.0,1175.0,925.0,699.0,437.0,354.0,366.0,375.0,398.0,500.0,530.0,490.0,405.0,417.0,311.0,343.0,878.0,3460.0,35853.0,636.0,799.0,981.0,1274.0,1149.0,1003.0,813.0,748.0,641.0,546.0,450.0,323.0,239.0,183.0,156.0,171.0,152.0,235.0,370.0,1066.0,3959.0,34731.0,C01
22576.0,8265.0,4422.0,2360.0,2021.0,1417.0,1230.0,903.0,752.0,596.0,738.0,925.0,831.0,553.0,373.0,343.0,378.0,398.0,633.0,292.0,333.0,61.0,1487.0,20241.0,5980.0,3316.0,2679.0,1991.0,1614.0,1236.0,1279.0,1119.0,1094.0,818.0,741.0,669.0,554.0,566.0,1041.0,1216.0,791.0,754.0,678.0,536.0,6352.0,16940.0,4837.0,3348.0,2924.0,2089.0,1529.0,1272.0,1275.0,1141.0,910.0,788.0,655.0,513.0,482.0,536.0,1055.0,1248.0,700.0,739.0,585.0,482.0,C01
4558.0,3698.0,4278.0,5056.0,5479.0,6407.0,5850.0,4603.0,3083.0,1496.0,792.0,474.0,410.0,1792.0,1738.0,748.0,41.0,4.0,1.0,0.0,0.0,0.0,7696.0,6948.0,6385.0,6545.0,6032.0,5167.0,3388.0,1825.0,974.0,569.0,333.0,423.0,1696.0,1428.0,944.0,150.0,4.0,1.0,0.0,0.0,0.0,0.0,14515.0,11726.0,9391.0,5430.0,2523.0,1114.0,677.0,333.0,188.0,208.0,661.0,1555.0,819.0,825.0,464.0,59.0,18.0,2.0,0.0,0.0,0.0,0.0,C01
45464.0,1470.0,599.0,479.0,407.0,386.0,271.0,234.0,194.0,154.0,111.0,80.0,84.0,87.0,62.0,46.0,32.0,32.0,23.0,18.0,7.0,4.0,43305.0,1368.0,538.0,380.0,339.0,286.0,344.0,253.0,294.0,283.0,282.0,322.0,306.0,311.0,293.0,245.0,204.0,195.0,137.0,158.0,154.0,247.0,44284.0,1085.0,470.0,395.0,379.0,373.0,392.0,350.0,338.0,335.0,283.0,264.0,219.0,203.0,181.0,140.0,126.0,118.0,104.0,84.0,70.0,51.0,C01
6437.0,10366.0,7211.0,5909.0,4949.0,3780.0,2662.0,1881.0,1526.0,1160.0,971.0,704.0,612.0,732.0,585.0,288.0,296.0,251.0,184.0,11.0,13.0,3.0,6357.0,9865.0,7766.0,6456.0,5281.0,3543.0,2311.0,1756.0,1549.0,1115.0,918.0,621.0,587.0,593.0,652.0,360.0,295.0,264.0,179.0,46.0,13.0,4.0,6165.0,8642.0,7457.0,5056.0,5367.0,4387.0,2961.0,2144.0,1559.0,1441.0,1102.0,870.0,617.0,559.0,659.0,599.0,316.0,287.0,210.0,112.0,13.0,8.0,C01
101.0,216.0,986.0,702.0,665.0,829.0,1052.0,1226.0,1400.0,1378.0,1221.0,1036.0,788.0,665.0,458.0,318.0,266.0,198.0,201.0,255.0,2655.0,33782.0,202.0,334.0,1282.0,1172.0,1439.0,1566.0,1704.0,1654.0,1330.0,919.0,652.0,443.0,281.0,194.0,134.0,135.0,125.0,150.0,167.0,352.0,3047.0,33116.0,216.0,271.0,1247.0,1256.0,1669.0,1698.0,1631.0,1424.0,1197.0,913.0,657.0,464.0,292.0,187.0,141.0,140.0,133.0,145.0,164.0,329.0,2795.0,33429.0,C01
5413.0,1046.0,449.0,390.0,384.0,404.0,425.0,393.0,376.0,376.0,428.0,420.0,437.0,449.0,431.0,550.0,666.0,3015.0,7949.0,11278.0,12761.0,2280.0,5413.0,1046.0,449.0,390.0,384.0,404.0,425.0,393.0,376.0,376.0,428.0,420.0,437.0,449.0,431.0,550.0,666.0,3015.0,7949.0,11278.0,12761.0,2280.0,5413.0,1046.0,449.0,390.0,384.0,404.0,425.0,393.0,376.0,376.0,428.0,420.0,437.0,449.0,431.0,550.0,666.0,3015.0,7949.0,11278.0,12761.0,2280.0,C01
12800.0,6389.0,2686.0,2078.0,2011.0,2579.0,3160.0,3335.0,3492.0,2104.0,1701.0,2105.0,1443.0,699.0,479.0,423.0,478.0,455.0,504.0,509.0,748.0,282.0,17276.0,3832.0,2689.0,2462.0,2960.0,3067.0,3478.0,2954.0,1680.0,1802.0,1872.0,1358.0,759.0,540.0,437.0,443.0,473.0,457.0,465.0,488.0,763.0,205.0,13360.0,5763.0,3002.0,2859.0,3469.0,5796.0,3690.0,2278.0,2485.0,1600.0,748.0,696.0,581.0,483.0,447.0,424.0,478.0,467.0,472.0,509.0,627.0,226.0,C01
1214.0,1678.0,2105.0,1700.0,1478.0,1301.0,1076.0,849.0,729.0,651.0,507.0,470.0,548.0,604.0,892.0,985.0,972.0,769.0,663.0,286.0,693.0,30224.0,1268.0,1714.0,2071.0,1671.0,1465.0,1299.0,1078.0,842.0,731.0,656.0,496.0,468.0,546.0,613.0,876.0,987.0,974.0,760.0,640.0,320.0,710.0,30209.0,1082.0,1579.0,2033.0,1625.0,1595.0,1328.0,1135.0,858.0,752.0,675.0,543.0,473.0,527.0,570.0,845.0,952.0,959.0,796.0,647.0,443.0,749.0,30228.0,C01
24854.0,10142.0,4981.0,2620.0,1525.0,1144.0,956.0,743.0,672.0,530.0,486.0,366.0,317.0,242.0,194.0,150.0,94.0,82.0,64.0,33.0,30.0,21.0,26983.0,10006.0,4286.0,2154.0,1313.0,1104.0,805.0,694.0,603.0,507.0,415.0,329.0,263.0,189.0,197.0,128.0,67.0,85.0,46.0,35.0,20.0,17.0,27056.0,10344.0,3874.0,2117.0,1351.0,1018.0,822.0,695.0,575.0,509.0,401.0,341.0,273.0,212.0,170.0,153.0,101.0,55.0,74.0,47.0,27.0,31.0,C01
348.0,759.0,1407.0,1883.0,1897.0,1688.0,1321.0,1094.0,779.0,597.0,477.0,341.0,300.0,228.0,198.0,203.0,158.0,174.0,186.0,333.0,2009.0,34188.0,451.0,893.0,1643.0,1986.0,1892.0,1580.0,1299.0,978.0,667.0,514.0,456.0,338.0,261.0,203.0,189.0,187.0,156.0,184.0,179.0,360.0,2128.0,34024.0,738.0,1241.0,1864.0,1994.0,1850.0,1505.0,1123.0,778.0,577.0,469.0,412.0,284.0,234.0,192.0,160.0,173.0,155.0,178.0,192.0,462.0,3079.0,32908.0,C01
3293.0,14016.0,7965.0,7400.0,5508.0,950.0,575.0,342.0,292.0,206.0,176.0,138.0,118.0,90.0,103.0,77.0,46.0,90.0,292.0,806.0,4971.0,846.0,1187.0,11356.0,7461.0,6751.0,3244.0,5335.0,2918.0,714.0,572.0,382.0,277.0,218.0,189.0,138.0,140.0,127.0,99.0,108.0,317.0,844.0,4803.0,1120.0,172.0,8111.0,5010.0,5980.0,5517.0,2105.0,2035.0,3828.0,4592.0,868.0,615.0,535.0,396.0,332.0,248.0,209.0,207.0,178.0,341.0,900.0,4350.0,1771.0,C01
10055.0,20339.0,11188.0,3724.0,1792.0,910.0,593.0,401.0,305.0,212.0,176.0,143.0,150.0,60.0,52.0,37.0,30.0,19.0,15.0,13.0,11.0,0.0,4612.0,12688.0,8915.0,8909.0,6215.0,3269.0,1898.0,1137.0,718.0,467.0,366.0,291.0,229.0,134.0,89.0,63.0,53.0,42.0,33.0,40.0,36.0,21.0,3917.0,8174.0,7286.0,8006.0,7459.0,5357.0,4156.0,1919.0,1225.0,845.0,548.0,401.0,224.0,176.0,124.0,97.0,78.0,64.0,45.0,37.0,35.0,52.0,C01
2800.0,4244.0,3717.0,3533.0,3387.0,2910.0,2339.0,1588.0,922.0,635.0,442.0,391.0,303.0,320.0,490.0,5672.0,11009.0,5334.0,155.0,15.0,11.0,29.0,4520.0,4717.0,3968.0,3710.0,3133.0,2684.0,1660.0,986.0,660.0,518.0,403.0,387.0,293.0,597.0,2933.0,3989.0,9578.0,5375.0,99.0,22.0,12.0,2.0,5743.0,5413.0,4038.0,3303.0,2698.0,2310.0,1319.0,900.0,605.0,541.0,356.0,290.0,481.0,2226.0,1816.0,2861.0,5108.0,10000.0,215.0,14.0,6.0,3.0,C01
715.0,791.0,667.0,497.0,343.0,232.0,133.0,120.0,135.0,93.0,69.0,71.0,81.0,99.0,97.0,87.0,212.0,1461.0,43930.0,381.0,30.0,2.0,789.0,811.0,664.0,481.0,316.0,198.0,128.0,117.0,144.0,84.0,66.0,69.0,87.0,96.0,97.0,88.0,212.0,1488.0,43904.0,378.0,27.0,2.0,1020.0,834.0,606.0,413.0,269.0,159.0,130.0,130.0,108.0,80.0,70.0,66.0,84.0,107.0,86.0,87.0,250.0,2018.0,43406.0,303.0,18.0,2.0,C01
3416.0,2389.0,1979.0,1839.0,1651.0,1817.0,7384.0,11281.0,10501.0,1413.0,832.0,689.0,812.0,1235.0,992.0,659.0,477.0,513.0,309.0,159.0,98.0,0.0,1125.0,2343.0,2073.0,1779.0,1669.0,1613.0,1502.0,1435.0,4413.0,8522.0,11113.0,6200.0,882.0,634.0,680.0,1048.0,1120.0,732.0,540.0,646.0,246.0,130.0,1530.0,2537.0,2088.0,1781.0,1664.0,1542.0,1515.0,1347.0,1605.0,6016.0,8786.0,12439.0,2208.0,1045.0,1236.0,994.0,540.0,488.0,590.0,249.0,169.0,76.0,C01
586.0,1019.0,1445.0,1331.0,1149.0,769.0,523.0,385.0,338.0,260.0,245.0,193.0,169.0,288.0,562.0,760.0,765.0,351.0,284.0,348.0,1760.0,36868.0,568.0,956.0,1436.0,1340.0,1160.0,802.0,535.0,400.0,343.0,324.0,255.0,164.0,151.0,275.0,625.0,735.0,744.0,335.0,276.0,340.0,1698.0,36936.0,569.0,940.0,1441.0,1361.0,1147.0,791.0,546.0,397.0,326.0,323.0,256.0,174.0,145.0,235.0,576.0,758.0,783.0,365.0,287.0,343.0,1665.0,36970.0,C01
19042.0,14221.0,6499.0,3798.0,3263.0,1545.0,612.0,332.0,289.0,165.0,125.0,92.0,79.0,94.0,129.0,63.0,39.0,7.0,0.0,0.0,0.0,0.0,15741.0,14695.0,7862.0,3906.0,2911.0,2359.0,1134.0,556.0,313.0,223.0,143.0,102.0,66.0,78.0,112.0,97.0,54.0,31.0,11.0,0.0,0.0,0.0,13546.0,14194.0,8867.0,4094.0,2624.0,2292.0,1846.0,834.0,682.0,569.0,209.0,138.0,92.0,70.0,101.0,126.0,63.0,37.0,10.0,0.0,0.0,0.0,C01
